word,rule_based,correct
बनना-बिगड़ना,⠃⠝⠝⠜⠤⠃⠊⠛⠻⠝⠜,⠃⠝⠝⠜⠤⠃⠊⠛⠻⠝⠜
जगत-कल्याण,⠚⠛⠞⠤⠅⠇⠈⠽⠜⠼,⠚⠛⠞⠤⠅⠈⠇⠽⠜⠼
बिन्दु:,⠃⠊⠝⠈⠙⠥⠒,⠃⠊⠈⠝⠙⠥⠒
बी.एससी.,⠃⠔⠲⠑⠎⠎⠔⠲,⠃⠔⠲⠑⠎⠎⠔⠲
बुराइयों,⠃⠥⠗⠜⠊⠽⠕⠰,⠃⠥⠗⠜⠊⠽⠕⠰
बोली-महात्मा,⠃⠕⠇⠔⠤⠍⠓⠜⠞⠈⠍⠜,⠃⠕⠇⠔⠤⠍⠓⠜⠈⠞⠍⠜
ब्रह्मचर्य,⠃⠈⠗⠓⠈⠍⠉⠗⠈⠽,⠈⠃⠗⠈⠓⠍⠉⠈⠗⠽
भण्डार,⠘⠼⠈⠫⠜⠗,⠘⠈⠼⠫⠜⠗
भर्तृहरि,⠘⠗⠈⠞⠐⠗⠓⠗⠊,⠘⠈⠗⠞⠐⠗⠓⠗⠊
भाग्य-लेखा,⠘⠜⠛⠈⠽⠤⠇⠑⠨⠜,⠘⠜⠈⠛⠽⠤⠇⠑⠨⠜
मक्खियाँ,⠍⠅⠈⠨⠊⠽⠜⠄,⠍⠈⠅⠨⠊⠽⠜⠄
मज़दूरों,⠍⠚⠐⠙⠳⠗⠕⠰,⠍⠐⠚⠙⠳⠗⠕⠰
मज़बूत,⠍⠚⠐⠃⠳⠞,⠍⠐⠚⠃⠳⠞
मन-मस्तिष्क,⠍⠝⠤⠍⠎⠈⠞⠊⠯⠈⠅,⠍⠝⠤⠍⠈⠎⠞⠊⠈⠯⠅
मरणोपरान्त,⠍⠗⠼⠕⠏⠗⠜⠝⠈⠞,⠍⠗⠼⠕⠏⠗⠜⠈⠝⠞
महँगाई,⠍⠓⠄⠛⠜⠔,⠍⠓⠄⠛⠜⠔
महाकाव्य,⠍⠓⠜⠅⠜⠧⠈⠽,⠍⠓⠜⠅⠜⠈⠧⠽
मान-मर्यादा,⠍⠜⠝⠤⠍⠗⠈⠽⠜⠙⠜,⠍⠜⠝⠤⠍⠈⠗⠽⠜⠙⠜
मुक्त,⠍⠥⠅⠈⠞,⠍⠥⠈⠅⠞
मुस्लिम,⠍⠥⠎⠈⠇⠊⠍,⠍⠥⠈⠎⠇⠊⠍
मैक्डॉनल्ड,⠍⠌⠅⠈⠫⠭⠝⠇⠈⠫,⠍⠌⠈⠅⠫⠭⠝⠈⠇⠫
यज्,⠽⠚⠈,⠽⠈⠚
यूनाइटेड,⠽⠳⠝⠜⠊⠾⠑⠫,⠽⠳⠝⠜⠊⠾⠑⠫
योग-दर्शन,⠽⠕⠛⠤⠙⠗⠈⠩⠝,⠽⠕⠛⠤⠙⠈⠗⠩⠝
योगशास्त्र,⠽⠕⠛⠩⠜⠎⠈⠈⠞⠗,⠽⠕⠛⠩⠜⠈⠎⠈⠞⠗
योग्यताएँ,⠽⠕⠛⠈⠽⠞⠜⠑⠄,⠽⠕⠈⠛⠽⠞⠜⠑⠄
योजनाउपसंहार,⠽⠕⠚⠝⠜⠥⠏⠎⠰⠓⠜⠗,⠽⠕⠚⠝⠜⠥⠏⠎⠰⠓⠜⠗
रक्त,⠗⠅⠈⠞,⠗⠈⠅⠞
रक्त-विकार,⠗⠅⠈⠞⠤⠧⠊⠅⠜⠗,⠗⠈⠅⠞⠤⠧⠊⠅⠜⠗
राजा-प्रजा,⠗⠜⠚⠜⠤⠏⠈⠗⠚⠜,⠗⠜⠚⠜⠤⠈⠏⠗⠚⠜
राम-लक्ष्मण,⠗⠜⠍⠤⠇⠟⠈⠍⠼,⠗⠜⠍⠤⠇⠈⠟⠍⠼
रोजगारोन्मुख,⠗⠕⠚⠛⠜⠗⠕⠝⠈⠍⠥⠨,⠗⠕⠚⠛⠜⠗⠕⠈⠝⠍⠥⠨
रोज़गार,⠗⠕⠚⠐⠛⠜⠗,⠗⠕⠐⠚⠛⠜⠗
रोज़गारपरक,⠗⠕⠚⠐⠛⠜⠗⠏⠗⠅,⠗⠕⠐⠚⠛⠜⠗⠏⠗⠅
लड़का,⠇⠻⠅⠜,⠇⠻⠅⠜
लम्बी-लम्बी,⠇⠍⠈⠃⠔⠤⠇⠍⠈⠃⠔,⠇⠈⠍⠃⠔⠤⠇⠈⠍⠃⠔
लाइसेंस,⠇⠜⠊⠎⠑⠰⠎,⠇⠜⠊⠎⠑⠰⠎
लालित्य,⠇⠜⠇⠊⠞⠈⠽,⠇⠜⠇⠊⠈⠞⠽
विख्यात,⠧⠊⠨⠈⠽⠜⠞,⠧⠊⠈⠨⠽⠜⠞
विद्यार्थियों,⠧⠊⠙⠈⠽⠜⠗⠈⠹⠊⠽⠕⠰,⠧⠊⠈⠙⠽⠜⠈⠗⠹⠊⠽⠕⠰
विद्याव्यसनी,⠧⠊⠙⠈⠽⠜⠧⠈⠽⠎⠝⠔,⠧⠊⠈⠙⠽⠜⠈⠧⠽⠎⠝⠔
विनम्रता,⠧⠊⠝⠍⠈⠗⠞⠜,⠧⠊⠝⠈⠍⠗⠞⠜
विपन्न,⠧⠊⠏⠝⠈⠝,⠧⠊⠏⠈⠝⠝
विश्लेषण,⠧⠊⠩⠈⠇⠑⠯⠼,⠧⠊⠈⠩⠇⠑⠯⠼
विश्वविद्यालय,⠧⠊⠩⠈⠧⠧⠊⠙⠈⠽⠜⠇⠽,⠧⠊⠈⠩⠧⠧⠊⠈⠙⠽⠜⠇⠽
विस्तार,⠧⠊⠎⠈⠞⠜⠗,⠧⠊⠈⠎⠞⠜⠗
विस्तृत,⠧⠊⠎⠈⠞⠐⠗⠞,⠧⠊⠈⠎⠞⠐⠗⠞
वृत्ति,⠧⠐⠗⠞⠈⠞⠊,⠧⠐⠗⠈⠞⠞⠊
वैज्ञानिकों,⠧⠌⠱⠜⠝⠊⠅⠕⠰,⠧⠌⠱⠜⠝⠊⠅⠕⠰
वैयक्तिक,⠧⠌⠽⠅⠈⠞⠊⠅,⠧⠌⠽⠈⠅⠞⠊⠅
व्यस्तता,⠧⠈⠽⠎⠈⠞⠞⠜,⠈⠧⠽⠈⠎⠞⠞⠜
व्याख्यान,⠧⠈⠽⠜⠨⠈⠽⠜⠝,⠈⠧⠽⠜⠈⠨⠽⠜⠝
शक्तियाँ,⠩⠅⠈⠞⠊⠽⠜⠄,⠩⠈⠅⠞⠊⠽⠜⠄
शान्ति-दूत,⠩⠜⠝⠈⠞⠊⠤⠙⠳⠞,⠩⠜⠈⠝⠞⠊⠤⠙⠳⠞
शोधकर्ता,⠩⠕⠮⠅⠗⠈⠞⠜,⠩⠕⠮⠅⠈⠗⠞⠜
संकल्पवान,⠎⠰⠅⠇⠈⠏⠧⠜⠝,⠎⠰⠅⠈⠇⠏⠧⠜⠝
संक्रामक,⠎⠰⠅⠈⠗⠜⠍⠅,⠎⠰⠈⠅⠗⠜⠍⠅
संघर्षपूर्ण,⠎⠰⠣⠗⠈⠯⠏⠳⠗⠈⠼,⠎⠰⠣⠈⠗⠯⠏⠳⠈⠗⠼
संरक्षित,⠎⠰⠗⠟⠊⠞,⠎⠰⠗⠟⠊⠞
संस्कृत-ग्रन्थ,⠎⠰⠎⠈⠅⠐⠗⠞⠤⠛⠈⠗⠝⠈⠹,⠎⠰⠈⠎⠅⠐⠗⠞⠤⠈⠛⠗⠈⠝⠹
सजिल्द,⠎⠚⠊⠇⠈⠙,⠎⠚⠊⠈⠇⠙
सत्कर्म,⠎⠞⠈⠅⠗⠈⠍,⠎⠈⠞⠅⠈⠗⠍
सन्तुष्टि,⠎⠝⠈⠞⠥⠯⠈⠾⠊,⠎⠈⠝⠞⠥⠈⠯⠾⠊
समझाइए।,⠎⠍⠴⠜⠊⠑⠲,⠎⠍⠴⠜⠊⠑⠲
समन्वयन,⠎⠍⠝⠈⠧⠽⠝,⠎⠍⠈⠝⠧⠽⠝
समृद्धि,⠎⠍⠐⠗⠙⠈⠮⠊,⠎⠍⠐⠗⠈⠙⠮⠊
सम्पर्क,⠎⠍⠈⠏⠗⠈⠅,⠎⠈⠍⠏⠈⠗⠅
सम्बन्धों,⠎⠍⠈⠃⠝⠈⠮⠕⠰,⠎⠈⠍⠃⠈⠝⠮⠕⠰
सम्मिलित,⠎⠍⠈⠍⠊⠇⠊⠞,⠎⠈⠍⠍⠊⠇⠊⠞
सर्टिफिकेट,⠎⠗⠈⠾⠊⠋⠊⠅⠑⠾,⠎⠈⠗⠾⠊⠋⠊⠅⠑⠾
सवृत्तियों,⠎⠧⠐⠗⠞⠈⠞⠊⠽⠕⠰,⠎⠧⠐⠗⠈⠞⠞⠊⠽⠕⠰
सार्थकता,⠎⠜⠗⠈⠹⠅⠞⠜,⠎⠜⠈⠗⠹⠅⠞⠜
साहित्य,⠎⠜⠓⠊⠞⠈⠽,⠎⠜⠓⠊⠈⠞⠽
सिग्नल,⠎⠊⠛⠈⠝⠇,⠎⠊⠈⠛⠝⠇
सिर्फ,⠎⠊⠗⠈⠋,⠎⠊⠈⠗⠋
सुनिश्चित,⠎⠥⠝⠊⠩⠈⠉⠊⠞,⠎⠥⠝⠊⠈⠩⠉⠊⠞
सृजनात्मकता,⠎⠐⠗⠚⠝⠜⠞⠈⠍⠅⠞⠜,⠎⠐⠗⠚⠝⠜⠈⠞⠍⠅⠞⠜
सृष्टि,⠎⠐⠗⠯⠈⠾⠊,⠎⠐⠗⠈⠯⠾⠊
सेक्टर,⠎⠑⠅⠈⠾⠗,⠎⠑⠈⠅⠾⠗
सेण्ट,⠎⠑⠼⠈⠾,⠎⠑⠈⠼⠾
स्तम्भ,⠎⠈⠞⠍⠈⠘,⠈⠎⠞⠈⠍⠘
स्थिति:,⠎⠈⠹⠊⠞⠊⠒,⠈⠎⠹⠊⠞⠊⠒
स्पष्टतः,⠎⠈⠏⠯⠈⠾⠞⠠,⠈⠎⠏⠈⠯⠾⠞⠠
स्वच्छता,⠎⠈⠧⠉⠈⠡⠞⠜,⠈⠎⠧⠈⠉⠡⠞⠜
स्वरोज़गार,⠎⠈⠧⠗⠕⠚⠐⠛⠜⠗,⠈⠎⠧⠗⠕⠐⠚⠛⠜⠗
स्वावलम्बी,⠎⠈⠧⠜⠧⠇⠍⠈⠃⠔,⠈⠎⠧⠜⠧⠇⠈⠍⠃⠔
हवाई,⠓⠧⠜⠔,⠓⠧⠜⠔
हस्तान्तरित,⠓⠎⠈⠞⠜⠝⠈⠞⠗⠊⠞,⠓⠈⠎⠞⠜⠈⠝⠞⠗⠊⠞
राष्ट्रकवि,⠗⠜⠯⠈⠾⠈⠗⠅⠧⠊,⠗⠜⠈⠯⠈⠾⠗⠅⠧⠊
लंकाकाण्ड,⠇⠰⠅⠜⠅⠜⠼⠈⠫,⠇⠰⠅⠜⠅⠜⠈⠼⠫
‘अयोध्याकाण्ड’,⠠⠦⠁⠽⠕⠮⠈⠽⠜⠅⠜⠼⠈⠫⠴⠄,⠠⠦⠁⠽⠕⠈⠮⠽⠜⠅⠜⠈⠼⠫⠴⠄
‘अरण्यकाण्ड’,⠠⠦⠁⠗⠼⠈⠽⠅⠜⠼⠈⠫⠴⠄,⠠⠦⠁⠗⠈⠼⠽⠅⠜⠈⠼⠫⠴⠄
‘उत्तरकाण्ड’,⠠⠦⠥⠞⠈⠞⠗⠅⠜⠼⠈⠫⠴⠄,⠠⠦⠥⠈⠞⠞⠗⠅⠜⠈⠼⠫⠴⠄
‘बालकाण्ड’,⠠⠦⠃⠜⠇⠅⠜⠼⠈⠫⠴⠄,⠠⠦⠃⠜⠇⠅⠜⠈⠼⠫⠴⠄
‘किष्किन्धाकाण्ड’,⠠⠦⠅⠊⠯⠈⠅⠊⠝⠈⠮⠜⠅⠜⠼⠈⠫⠴⠄,⠠⠦⠅⠊⠈⠯⠅⠊⠈⠝⠮⠜⠅⠜⠈⠼⠫⠴⠄
‘ज्ञान-भण्डार,⠠⠦⠱⠜⠝⠤⠘⠼⠈⠫⠜⠗,⠠⠦⠱⠜⠝⠤⠘⠈⠼⠫⠜⠗
‘सुन्दरकाण्ड’,⠠⠦⠎⠥⠝⠈⠙⠗⠅⠜⠼⠈⠫⠴⠄,⠠⠦⠎⠥⠈⠝⠙⠗⠅⠜⠈⠼⠫⠴⠄
अंग्रेजों,⠁⠰⠛⠈⠗⠑⠚⠕⠰,⠁⠰⠈⠛⠗⠑⠚⠕⠰
अक्टूबर,⠁⠅⠈⠾⠳⠃⠗,⠁⠈⠅⠾⠳⠃⠗
अग्रसर,⠁⠛⠈⠗⠎⠗,⠁⠈⠛⠗⠎⠗
अतृप्त,⠁⠞⠐⠗⠏⠈⠞,⠁⠞⠐⠗⠈⠏⠞
अध्यक्षता,⠁⠮⠈⠽⠟⠞⠜,⠁⠈⠮⠽⠟⠞⠜
अध्ययन,⠁⠮⠈⠽⠽⠝,⠁⠈⠮⠽⠽⠝
अनिश्चितता,⠁⠝⠊⠩⠈⠉⠊⠞⠞⠜,⠁⠝⠊⠈⠩⠉⠊⠞⠞⠜
अनुच्छेद,⠁⠝⠥⠉⠈⠡⠑⠙,⠁⠝⠥⠈⠉⠡⠑⠙
अनुबन्ध,⠁⠝⠥⠃⠝⠈⠮,⠁⠝⠥⠃⠈⠝⠮
अन्तिम,⠁⠝⠈⠞⠊⠍,⠁⠈⠝⠞⠊⠍
अन्धविश्वासों,⠁⠝⠈⠮⠧⠊⠩⠈⠧⠜⠎⠕⠰,⠁⠈⠝⠮⠧⠊⠈⠩⠧⠜⠎⠕⠰
अन्योन्याश्रित,⠁⠝⠈⠽⠕⠝⠈⠽⠜⠈⠩⠗⠊⠞,⠁⠈⠝⠽⠕⠈⠝⠽⠜⠈⠩⠗⠊⠞
अभिव्यक्ति,⠁⠘⠊⠧⠈⠽⠅⠈⠞⠊,⠁⠘⠊⠈⠧⠽⠈⠅⠞⠊
अभ्यर्थियों,⠁⠘⠈⠽⠗⠈⠹⠊⠽⠕⠰,⠁⠈⠘⠽⠈⠗⠹⠊⠽⠕⠰
अर्द्धांगिनी,⠁⠗⠈⠙⠈⠮⠜⠰⠛⠊⠝⠔,⠁⠈⠗⠈⠙⠮⠜⠰⠛⠊⠝⠔
अवलम्बित,⠁⠧⠇⠍⠈⠃⠊⠞,⠁⠧⠇⠈⠍⠃⠊⠞
अशान्ति,⠁⠩⠜⠝⠈⠞⠊,⠁⠩⠜⠈⠝⠞⠊
अस्थिर,⠁⠎⠈⠹⠊⠗,⠁⠈⠎⠹⠊⠗
आडम्बरों,⠜⠫⠍⠈⠃⠗⠕⠰,⠜⠫⠈⠍⠃⠗⠕⠰
आन्दोलन,⠜⠝⠈⠙⠕⠇⠝,⠜⠈⠝⠙⠕⠇⠝
आर्नल्ड,⠜⠗⠈⠝⠇⠈⠫,⠜⠈⠗⠝⠈⠇⠫
इन्दिरा,⠊⠝⠈⠙⠊⠗⠜,⠊⠈⠝⠙⠊⠗⠜
इस्लामी,⠊⠎⠈⠇⠜⠍⠔,⠊⠈⠎⠇⠜⠍⠔
उच्येत,⠥⠉⠈⠽⠑⠞,⠥⠈⠉⠽⠑⠞
उत्तर-पूर्वी,⠥⠞⠈⠞⠗⠤⠏⠳⠗⠈⠧⠔,⠥⠈⠞⠞⠗⠤⠏⠳⠈⠗⠧⠔
उत्थान,⠥⠞⠈⠹⠜⠝,⠥⠈⠞⠹⠜⠝
उत्पत्ति,⠥⠞⠈⠏⠞⠈⠞⠊,⠥⠈⠞⠏⠈⠞⠞⠊
उद्योग-धन्धों,⠥⠙⠈⠽⠕⠛⠤⠮⠝⠈⠮⠕⠰,⠥⠈⠙⠽⠕⠛⠤⠮⠈⠝⠮⠕⠰
उन्नति,⠥⠝⠈⠝⠞⠊,⠥⠈⠝⠝⠞⠊
उन्मूलन,⠥⠝⠈⠍⠳⠇⠝,⠥⠈⠝⠍⠳⠇⠝
उपन्यासों,⠥⠏⠝⠈⠽⠜⠎⠕⠰,⠥⠏⠈⠝⠽⠜⠎⠕⠰
उपबन्ध,⠥⠏⠃⠝⠈⠮,⠥⠏⠃⠈⠝⠮
उपस्थिति,⠥⠏⠎⠈⠹⠊⠞⠊,⠥⠏⠈⠎⠹⠊⠞⠊
उल्फा,⠥⠇⠈⠋⠜,⠥⠈⠇⠋⠜
उल्लेखों,⠥⠇⠈⠇⠑⠨⠕⠰,⠥⠈⠇⠇⠑⠨⠕⠰
एजेन्सी,⠑⠚⠑⠝⠈⠎⠔,⠑⠚⠑⠈⠝⠎⠔
कट्टरपन्थी,⠅⠾⠈⠾⠗⠏⠝⠈⠹⠔,⠅⠈⠾⠾⠗⠏⠈⠝⠹⠔
कतई,⠅⠞⠔,⠅⠞⠁⠔
कन्याएँ,⠅⠝⠈⠽⠜⠑⠄,⠅⠈⠝⠽⠜⠑⠄
कन्यादान,⠅⠝⠈⠽⠜⠙⠜⠝,⠅⠈⠝⠽⠜⠙⠜⠝
कर्मपथ,⠅⠗⠈⠍⠏⠹,⠅⠈⠗⠍⠏⠹
कश्मीर,⠅⠩⠈⠍⠔⠗,⠅⠈⠩⠍⠔⠗
कांग्रेस,⠅⠜⠰⠛⠈⠗⠑⠎,⠅⠜⠰⠈⠛⠗⠑⠎
कामवृत्ति,⠅⠜⠍⠧⠐⠗⠞⠈⠞⠊,⠅⠜⠍⠧⠐⠗⠈⠞⠞⠊
कार्यनीति,⠅⠜⠗⠈⠽⠝⠔⠞⠊,⠅⠜⠈⠗⠽⠝⠔⠞⠊
कार्रवाइयों,⠅⠜⠗⠈⠗⠧⠜⠊⠽⠕⠰,⠅⠜⠈⠗⠗⠧⠜⠊⠽⠕⠰
कार्रवाई,⠅⠜⠗⠈⠗⠧⠜⠔,⠅⠜⠈⠗⠗⠧⠜⠔
कार्लाइल,⠅⠜⠗⠈⠇⠜⠊⠇,⠅⠜⠈⠗⠇⠜⠊⠇
किन्हीं,⠅⠊⠝⠈⠓⠔⠰,⠅⠊⠈⠝⠓⠔⠰
कुत्सित,⠅⠥⠞⠈⠎⠊⠞,⠅⠥⠈⠞⠎⠊⠞
कुप्रथा,⠅⠥⠏⠈⠗⠹⠜,⠅⠥⠈⠏⠗⠹⠜
क्या-क्या,⠅⠈⠽⠜⠤⠅⠈⠽⠜,⠈⠅⠽⠜⠤⠈⠅⠽⠜
क्योकि,⠅⠈⠽⠕⠅⠊,⠈⠅⠽⠕⠅⠊
क्रान्तियों,⠅⠈⠗⠜⠝⠈⠞⠊⠽⠕⠰,⠈⠅⠗⠜⠈⠝⠞⠊⠽⠕⠰
क्रियान्वयन,⠅⠈⠗⠊⠽⠜⠝⠈⠧⠽⠝,⠈⠅⠗⠊⠽⠜⠈⠝⠧⠽⠝
क्रूरता,⠅⠈⠗⠳⠗⠞⠜,⠈⠅⠗⠳⠗⠞⠜
खण्ड,⠨⠼⠈⠫,⠨⠈⠼⠫
खाद्यान्न,⠨⠜⠙⠈⠽⠜⠝⠈⠝,⠨⠜⠈⠙⠽⠜⠈⠝⠝
गम्भीर,⠛⠍⠈⠘⠔⠗,⠛⠈⠍⠘⠔⠗
गम्भीरतापूर्वक,⠛⠍⠈⠘⠔⠗⠞⠜⠏⠳⠗⠈⠧⠅,⠛⠈⠍⠘⠔⠗⠞⠜⠏⠳⠈⠗⠧⠅
गारण्टी,⠛⠜⠗⠼⠈⠾⠔,⠛⠜⠗⠈⠼⠾⠔
गार्गी,⠛⠜⠗⠈⠛⠔,⠛⠜⠈⠗⠛⠔
ग्रामीण,⠛⠈⠗⠜⠍⠔⠼,⠈⠛⠗⠜⠍⠔⠼
चार्ल्स,⠉⠜⠗⠈⠇⠈⠎,⠉⠜⠈⠗⠈⠇⠎
चित्तवृत्ति,⠉⠊⠞⠈⠞⠧⠐⠗⠞⠈⠞⠊,⠉⠊⠈⠞⠞⠧⠐⠗⠈⠞⠞⠊
जद्दोजहद,⠚⠙⠈⠙⠕⠚⠓⠙,⠚⠈⠙⠙⠕⠚⠓⠙
जनसामान्य,⠚⠝⠎⠜⠍⠜⠝⠈⠽,⠚⠝⠎⠜⠍⠜⠈⠝⠽
जनार्दन,⠚⠝⠜⠗⠈⠙⠝,⠚⠝⠜⠈⠗⠙⠝
जिन्हें,⠚⠊⠝⠈⠓⠑⠰,⠚⠊⠈⠝⠓⠑⠰
जिम्मेदार,⠚⠊⠍⠈⠍⠑⠙⠜⠗,⠚⠊⠈⠍⠍⠑⠙⠜⠗
जुल्म,⠚⠥⠇⠈⠍,⠚⠥⠈⠇⠍
ज्यों,⠚⠈⠽⠕⠰,⠈⠚⠽⠕⠰
तत्त्वों,⠞⠞⠈⠞⠈⠧⠕⠰,⠞⠈⠞⠈⠞⠧⠕⠰
तुम्हारी,⠞⠥⠍⠈⠓⠜⠗⠔,⠞⠥⠈⠍⠓⠜⠗⠔
तुलनात्मक,⠞⠥⠇⠝⠜⠞⠈⠍⠅,⠞⠥⠇⠝⠜⠈⠞⠍⠅
तोयम्,⠞⠕⠽⠍⠈,⠞⠕⠽⠈⠍
दर्पण,⠙⠗⠈⠏⠼,⠙⠈⠗⠏⠼
दुर्व्यवहार,⠙⠥⠗⠈⠧⠈⠽⠧⠓⠜⠗,⠙⠥⠈⠗⠈⠧⠽⠧⠓⠜⠗
दृष्टिपात,⠙⠐⠗⠯⠈⠾⠊⠏⠜⠞,⠙⠐⠗⠈⠯⠾⠊⠏⠜⠞
भोग्य-वस्तु,⠘⠕⠛⠈⠽⠤⠧⠎⠈⠞⠥,⠘⠕⠈⠛⠽⠤⠧⠈⠎⠞⠥
द्विवेदी,⠙⠈⠧⠊⠧⠑⠙⠔,⠈⠙⠧⠊⠧⠑⠙⠔
ध्वस्त,⠮⠈⠧⠎⠈⠞,⠈⠮⠧⠈⠎⠞
नक्सलवाद,⠝⠅⠈⠎⠇⠧⠜⠙,⠝⠈⠅⠎⠇⠧⠜⠙
नार्यस्तु,⠝⠜⠗⠈⠽⠎⠈⠞⠥,⠝⠜⠈⠗⠽⠈⠎⠞⠥
निम्न,⠝⠊⠍⠈⠝,⠝⠊⠈⠍⠝
निर्दोष,⠝⠊⠗⠈⠙⠕⠯,⠝⠊⠈⠗⠙⠕⠯
निर्धारण,⠝⠊⠗⠈⠮⠜⠗⠼,⠝⠊⠈⠗⠮⠜⠗⠼
निर्माण,⠝⠊⠗⠈⠍⠜⠼,⠝⠊⠈⠗⠍⠜⠼
नेटवर्क,⠝⠑⠾⠧⠗⠈⠅,⠝⠑⠾⠧⠈⠗⠅
न्याय,⠝⠈⠽⠜⠽,⠈⠝⠽⠜⠽
पंक्तियाँ,⠏⠰⠅⠈⠞⠊⠽⠜⠄,⠏⠰⠈⠅⠞⠊⠽⠜⠄
पथ-प्रदर्शन,⠏⠹⠤⠏⠈⠗⠙⠗⠈⠩⠝,⠏⠹⠤⠈⠏⠗⠙⠈⠗⠩⠝
परस्पर,⠏⠗⠎⠈⠏⠗,⠏⠗⠈⠎⠏⠗
पार्टी,⠏⠜⠗⠈⠾⠔,⠏⠜⠈⠗⠾⠔
पाश्चात्य,⠏⠜⠩⠈⠉⠜⠞⠈⠽,⠏⠜⠈⠩⠉⠜⠈⠞⠽
पुण्य,⠏⠥⠼⠈⠽,⠏⠥⠈⠼⠽
पूज्यन्ते,⠏⠳⠚⠈⠽⠝⠈⠞⠑,⠏⠳⠈⠚⠽⠈⠝⠞⠑
प्रतिष्ठा,⠏⠈⠗⠞⠊⠯⠈⠺⠜,⠈⠏⠗⠞⠊⠈⠯⠺⠜
प्रतिस्पर्द्धा,⠏⠈⠗⠞⠊⠎⠈⠏⠗⠈⠙⠈⠮⠜,⠈⠏⠗⠞⠊⠈⠎⠏⠈⠗⠈⠙⠮⠜
प्रत्यक्ष,⠏⠈⠗⠞⠈⠽⠟,⠈⠏⠗⠈⠞⠽⠟
प्रसन्नता,⠏⠈⠗⠎⠝⠈⠝⠞⠜,⠈⠏⠗⠎⠈⠝⠝⠞⠜
प्रेमचन्द,⠏⠈⠗⠑⠍⠉⠝⠈⠙,⠈⠏⠗⠑⠍⠉⠈⠝⠙
बन्धन,⠃⠝⠈⠮⠝,⠃⠈⠝⠮⠝
बांग्लादेश,⠃⠜⠰⠛⠈⠇⠜⠙⠑⠩,⠃⠜⠰⠈⠛⠇⠜⠙⠑⠩
ब्रिटिश,⠃⠈⠗⠊⠾⠊⠩,⠈⠃⠗⠊⠾⠊⠩
मण्डल,⠍⠼⠈⠫⠇,⠍⠈⠼⠫⠇
महिमा-मण्डित,⠍⠓⠊⠍⠜⠤⠍⠼⠈⠫⠊⠞,⠍⠓⠊⠍⠜⠤⠍⠈⠼⠫⠊⠞
मार्गदर्शक,⠍⠜⠗⠈⠛⠙⠗⠈⠩⠅,⠍⠜⠈⠗⠛⠙⠈⠗⠩⠅
मैथ्यू,⠍⠌⠹⠈⠽⠳,⠍⠌⠈⠹⠽⠳
यन्त्र,⠽⠝⠈⠈⠞⠗,⠽⠈⠝⠈⠞⠗
रमन्ते,⠗⠍⠝⠈⠞⠑,⠗⠍⠈⠝⠞⠑
रोजगार-कार्ड,⠗⠕⠚⠛⠜⠗⠤⠅⠜⠗⠈⠫,⠗⠕⠚⠛⠜⠗⠤⠅⠜⠈⠗⠫
वर्ग-विभेद,⠧⠗⠈⠛⠤⠧⠊⠘⠑⠙,⠧⠈⠗⠛⠤⠧⠊⠘⠑⠙
वर्णन,⠧⠗⠈⠼⠝,⠧⠈⠗⠼⠝
वर्सफोल्ड,⠧⠗⠈⠎⠋⠕⠇⠈⠫,⠧⠈⠗⠎⠋⠕⠈⠇⠫
वस्तु,⠧⠎⠈⠞⠥,⠧⠈⠎⠞⠥
वाणिज्यिक,⠧⠜⠼⠊⠚⠈⠽⠊⠅,⠧⠜⠼⠊⠈⠚⠽⠊⠅
विधि-मान्यता,⠧⠊⠮⠊⠤⠍⠜⠝⠈⠽⠞⠜,⠧⠊⠮⠊⠤⠍⠜⠈⠝⠽⠞⠜
विश्वविजेता,⠧⠊⠩⠈⠧⠧⠊⠚⠑⠞⠜,⠧⠊⠈⠩⠧⠧⠊⠚⠑⠞⠜
विस्फोट,⠧⠊⠎⠈⠋⠕⠾,⠧⠊⠈⠎⠋⠕⠾
व्यक्तियों,⠧⠈⠽⠅⠈⠞⠊⠽⠕⠰,⠈⠧⠽⠈⠅⠞⠊⠽⠕⠰
व्याप्त,⠧⠈⠽⠜⠏⠈⠞,⠈⠧⠽⠜⠈⠏⠞
व्युत्पत्ति,⠧⠈⠽⠥⠞⠈⠏⠞⠈⠞⠊,⠈⠧⠽⠥⠈⠞⠏⠈⠞⠞⠊
शक्तिशाली,⠩⠅⠈⠞⠊⠩⠜⠇⠔,⠩⠈⠅⠞⠊⠩⠜⠇⠔
शास्त्री,⠩⠜⠎⠈⠈⠞⠗⠔,⠩⠜⠈⠎⠈⠞⠗⠔
शुभारम्भ,⠩⠥⠘⠜⠗⠍⠈⠘,⠩⠥⠘⠜⠗⠈⠍⠘
श्रम-शक्ति,⠈⠩⠗⠍⠤⠩⠅⠈⠞⠊,⠈⠩⠗⠍⠤⠩⠈⠅⠞⠊
सदस्यों,⠎⠙⠎⠈⠽⠕⠰,⠎⠙⠈⠎⠽⠕⠰
सद्साहित्य,⠎⠙⠈⠎⠜⠓⠊⠞⠈⠽,⠎⠈⠙⠎⠜⠓⠊⠈⠞⠽
सन्तोषजनक,⠎⠝⠈⠞⠕⠯⠚⠝⠅,⠎⠈⠝⠞⠕⠯⠚⠝⠅
सन्निहित,⠎⠝⠈⠝⠊⠓⠊⠞,⠎⠈⠝⠝⠊⠓⠊⠞
